item_id,item_name,category,folder,grade,tier,badge_grade,archetype,icon_path,file_exists
item_020,太虚护体阵图,阵图/碎片,array,灵品,low,灵品,array_book,res://icon/array/book/item_020.png,Y
item_021,破妄锐金阵图,阵图/碎片,array,灵品,low,灵品,array_book,res://icon/array/book/item_021.png,Y
item_022,迷踪幻影阵图,阵图/碎片,array,灵品,low,灵品,array_book,res://icon/array/book/item_022.png,Y
item_023,九转回春阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_023.png,Y
item_024,灵泉涌动阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_024.png,Y
item_025,周天混元阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_025.png,Y
item_026,两仪协攻阵图,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/book/item_026.png,Y
item_027,三才守御阵图,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/book/item_027.png,Y
item_028,四象聚灵阵图,阵图/碎片,array,灵品,low,灵品,array_book,res://icon/array/book/item_028.png,Y
item_029,五岳镇魔阵图,阵图/碎片,array,灵品,low,灵品,array_book,res://icon/array/book/item_029.png,Y
item_030,七星破阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_030.png,Y
item_031,周天同心阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_031.png,Y
item_032,护山大阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_032.png,Y
item_033,聚灵大阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_033.png,Y
item_034,镇煞安宗阵图,阵图/碎片,array,灵品,low,灵品,array_book,res://icon/array/book/item_034.png,Y
item_035,玄空传送阵图,阵图/碎片,array,宝品,mid,宝品,array_book,res://icon/array/book/item_035.png,Y
inn_001,宝品下品本命剑,本命法宝,treasure_innate,宝品,mid,宝品,sword,res://icon/treasure_innate/inn_001.png,Y
inn_002,宝品中品本命塔,本命法宝,treasure_innate,宝品,mid,宝品,tower,res://icon/treasure_innate/inn_002.png,Y
inn_003,宝品上品本命镜,本命法宝,treasure_innate,宝品,mid,宝品,mirror,res://icon/treasure_innate/inn_003.png,Y
inn_004,宝品极品本命幡,本命法宝,treasure_innate,宝品,mid,宝品,flag,res://icon/treasure_innate/inn_004.png,Y
inn_005,宝品下品本命珠,本命法宝,treasure_innate,宝品,mid,宝品,orb,res://icon/treasure_innate/inn_005.png,Y
inn_006,王品中品本命剑,本命法宝,treasure_innate,王品,mid,王品,sword,res://icon/treasure_innate/inn_006.png,Y
inn_007,王品上品本命塔,本命法宝,treasure_innate,王品,mid,王品,tower,res://icon/treasure_innate/inn_007.png,Y
inn_008,王品极品本命镜,本命法宝,treasure_innate,王品,mid,王品,mirror,res://icon/treasure_innate/inn_008.png,Y
inn_009,王品下品本命幡,本命法宝,treasure_innate,王品,mid,王品,flag,res://icon/treasure_innate/inn_009.png,Y
inn_010,王品中品本命珠,本命法宝,treasure_innate,王品,mid,王品,orb,res://icon/treasure_innate/inn_010.png,Y
inn_011,圣品上品本命剑,本命法宝,treasure_innate,圣品,mid,圣品,sword,res://icon/treasure_innate/inn_011.png,Y
inn_012,圣品极品本命塔,本命法宝,treasure_innate,圣品,mid,圣品,tower,res://icon/treasure_innate/inn_012.png,Y
inn_013,圣品下品本命镜,本命法宝,treasure_innate,圣品,mid,圣品,mirror,res://icon/treasure_innate/inn_013.png,Y
inn_014,圣品中品本命幡,本命法宝,treasure_innate,圣品,mid,圣品,flag,res://icon/treasure_innate/inn_014.png,Y
inn_015,圣品上品本命珠,本命法宝,treasure_innate,圣品,mid,圣品,orb,res://icon/treasure_innate/inn_015.png,Y
inn_016,仙品极品本命剑,本命法宝,treasure_innate,仙品,high,仙品,sword,res://icon/treasure_innate/inn_016.png,Y
inn_017,仙品下品本命塔,本命法宝,treasure_innate,仙品,high,仙品,tower,res://icon/treasure_innate/inn_017.png,Y
inn_018,仙品中品本命镜,本命法宝,treasure_innate,仙品,high,仙品,mirror,res://icon/treasure_innate/inn_018.png,Y
inn_019,仙品上品本命幡,本命法宝,treasure_innate,仙品,high,仙品,flag,res://icon/treasure_innate/inn_019.png,Y
inn_020,仙品极品本命珠,本命法宝,treasure_innate,仙品,high,仙品,orb,res://icon/treasure_innate/inn_020.png,Y
inn_021,道品下品本命剑,本命法宝,treasure_innate,道品,high,道品,sword,res://icon/treasure_innate/inn_021.png,Y
inn_022,道品中品本命塔,本命法宝,treasure_innate,道品,high,道品,tower,res://icon/treasure_innate/inn_022.png,Y
inn_023,道品上品本命镜,本命法宝,treasure_innate,道品,high,道品,mirror,res://icon/treasure_innate/inn_023.png,Y
inn_024,道品极品本命幡,本命法宝,treasure_innate,道品,high,道品,flag,res://icon/treasure_innate/inn_024.png,Y
inn_025,道品下品本命珠,本命法宝,treasure_innate,道品,high,道品,orb,res://icon/treasure_innate/inn_025.png,Y
tr_001,凡品下品赤焰珠,普通法宝,treasure,凡品,low,凡品,treasure_atk,res://icon/treasure/tr_001.png,Y
tr_002,凡品中品玄武镜,普通法宝,treasure,凡品,low,凡品,treasure_def,res://icon/treasure/tr_002.png,Y
tr_003,凡品上品聚灵葫,普通法宝,treasure,凡品,low,凡品,treasure_sup,res://icon/treasure/tr_003.png,Y
tr_004,凡品极品赤焰珠,普通法宝,treasure,凡品,low,凡品,treasure_atk,res://icon/treasure/tr_004.png,Y
tr_005,灵品下品玄武镜,普通法宝,treasure,灵品,low,灵品,treasure_def,res://icon/treasure/tr_005.png,Y
tr_006,灵品中品聚灵葫,普通法宝,treasure,灵品,low,灵品,treasure_sup,res://icon/treasure/tr_006.png,Y
tr_007,灵品上品赤焰珠,普通法宝,treasure,灵品,low,灵品,treasure_atk,res://icon/treasure/tr_007.png,Y
tr_008,灵品极品玄武镜,普通法宝,treasure,灵品,low,灵品,treasure_def,res://icon/treasure/tr_008.png,Y
tr_009,宝品下品聚灵葫,普通法宝,treasure,宝品,mid,宝品,treasure_sup,res://icon/treasure/tr_009.png,Y
tr_010,宝品中品赤焰珠,普通法宝,treasure,宝品,mid,宝品,treasure_atk,res://icon/treasure/tr_010.png,Y
tr_011,宝品上品玄武镜,普通法宝,treasure,宝品,mid,宝品,treasure_def,res://icon/treasure/tr_011.png,Y
tr_012,宝品极品聚灵葫,普通法宝,treasure,宝品,mid,宝品,treasure_sup,res://icon/treasure/tr_012.png,Y
tr_013,王品下品赤焰珠,普通法宝,treasure,王品,mid,王品,treasure_atk,res://icon/treasure/tr_013.png,Y
tr_014,王品中品玄武镜,普通法宝,treasure,王品,mid,王品,treasure_def,res://icon/treasure/tr_014.png,Y
tr_015,王品上品聚灵葫,普通法宝,treasure,王品,mid,王品,treasure_sup,res://icon/treasure/tr_015.png,Y
tr_016,王品极品赤焰珠,普通法宝,treasure,王品,mid,王品,treasure_atk,res://icon/treasure/tr_016.png,Y
tr_017,圣品下品玄武镜,普通法宝,treasure,圣品,mid,圣品,treasure_def,res://icon/treasure/tr_017.png,Y
tr_018,圣品中品聚灵葫,普通法宝,treasure,圣品,mid,圣品,treasure_sup,res://icon/treasure/tr_018.png,Y
tr_019,圣品上品赤焰珠,普通法宝,treasure,圣品,mid,圣品,treasure_atk,res://icon/treasure/tr_019.png,Y
tr_020,圣品极品玄武镜,普通法宝,treasure,圣品,mid,圣品,treasure_def,res://icon/treasure/tr_020.png,Y
tr_021,仙品下品聚灵葫,普通法宝,treasure,仙品,high,仙品,treasure_sup,res://icon/treasure/tr_021.png,Y
tr_022,仙品中品赤焰珠,普通法宝,treasure,仙品,high,仙品,treasure_atk,res://icon/treasure/tr_022.png,Y
tr_023,仙品上品玄武镜,普通法宝,treasure,仙品,high,仙品,treasure_def,res://icon/treasure/tr_023.png,Y
tr_024,仙品极品聚灵葫,普通法宝,treasure,仙品,high,仙品,treasure_sup,res://icon/treasure/tr_024.png,Y
tr_025,道品下品赤焰珠,普通法宝,treasure,道品,high,道品,treasure_atk,res://icon/treasure/tr_025.png,Y
tr_026,道品中品玄武镜,普通法宝,treasure,道品,high,道品,treasure_def,res://icon/treasure/tr_026.png,Y
tr_027,道品上品聚灵葫,普通法宝,treasure,道品,high,道品,treasure_sup,res://icon/treasure/tr_027.png,Y
tr_028,道品极品赤焰珠,普通法宝,treasure,道品,high,道品,treasure_atk,res://icon/treasure/tr_028.png,Y
tr_029,凡品下品玄武镜·异,普通法宝,treasure,凡品,low,凡品,treasure_def,res://icon/treasure/tr_029.png,Y
tr_030,灵品上品玄武镜·异,普通法宝,treasure,灵品,low,灵品,treasure_def,res://icon/treasure/tr_030.png,Y
tr_031,凡品下品玄武镜·异,普通法宝,treasure,凡品,low,凡品,treasure_def,res://icon/treasure/tr_031.png,Y
tr_032,灵品上品玄武镜·异,普通法宝,treasure,灵品,low,灵品,treasure_def,res://icon/treasure/tr_032.png,Y
tr_033,凡品下品玄武镜·异,普通法宝,treasure,凡品,low,凡品,treasure_def,res://icon/treasure/tr_033.png,Y
tr_034,灵品上品玄武镜·异,普通法宝,treasure,灵品,low,灵品,treasure_def,res://icon/treasure/tr_034.png,Y
tr_035,凡品下品玄武镜·异,普通法宝,treasure,凡品,low,凡品,treasure_def,res://icon/treasure/tr_035.png,Y
tr_036,灵品上品玄武镜·异,普通法宝,treasure,灵品,low,灵品,treasure_def,res://icon/treasure/tr_036.png,Y
ti_001,九转渡劫丹,渡劫道具,tribulation,,low,,tribulation,res://icon/tribulation/ti_001.png,Y
ti_002,周天护劫大阵,渡劫道具,tribulation,,low,,tribulation,res://icon/tribulation/ti_002.png,Y
ti_003,长老护法,渡劫道具,tribulation,,low,,tribulation,res://icon/tribulation/ti_003.png,Y
ti_004,玄龟镇劫甲,渡劫道具,tribulation,,low,,tribulation,res://icon/tribulation/ti_004.png,Y
q_xuanji,玄极令,任务道具,quest,,low,,quest,res://icon/quest/q_xuanji.png,Y
q_xuanji_frag_l,玄极令·残片（左）,任务道具,quest,,low,,quest,res://icon/quest/q_xuanji_frag_l.png,Y
q_xuanji_frag_r,玄极令·残片（右）,任务道具,quest,,low,,quest,res://icon/quest/q_xuanji_frag_r.png,Y
inn_026,凡品本命剑,本命法宝,treasure_innate,凡品,low,凡品,sword,res://icon/treasure_innate/inn_026.png,Y
inn_027,凡品本命塔,本命法宝,treasure_innate,凡品,low,凡品,tower,res://icon/treasure_innate/inn_027.png,Y
inn_028,凡品本命镜,本命法宝,treasure_innate,凡品,low,凡品,mirror,res://icon/treasure_innate/inn_028.png,Y
inn_029,凡品本命珠,本命法宝,treasure_innate,凡品,low,凡品,orb,res://icon/treasure_innate/inn_029.png,Y
inn_030,凡品本命幡,本命法宝,treasure_innate,凡品,low,凡品,flag,res://icon/treasure_innate/inn_030.png,Y
ti_005,宝品渡劫丹,渡劫道具,tribulation,宝品,mid,宝品,tribulation,res://icon/tribulation/ti_005.png,Y
ti_006,王品护劫阵,渡劫道具,tribulation,王品,mid,王品,tribulation,res://icon/tribulation/ti_006.png,Y
q_004,宝品玄极令,任务道具,quest,宝品,mid,宝品,quest,res://icon/quest/q_004.png,Y
q_005,王品玄极残片,任务道具,quest,王品,mid,王品,quest,res://icon/quest/q_005.png,Y
item_037,仙品五行阵图,阵图,array,仙品,high,仙品,array_book,res://icon/array/book/item_037.png,Y
item_038,道品聚灵阵图,阵图,array,道品,high,道品,array_book,res://icon/array/book/item_038.png,Y
ti_007,仙品九转丹,渡劫道具,tribulation,仙品,high,仙品,tribulation,res://icon/tribulation/ti_007.png,Y
q_006,仙品玄极令,任务道具,quest,仙品,high,仙品,quest,res://icon/quest/q_006.png,Y
