seq_id,asset_id,file_path,avatar_paths,element,personality,aptitude,gender,hair,face_feature,accessory_material,seed,pose_ref,depth_ref,depth_strength,ip_ref,ip_strength,qc_crop,qc_face,batch,face_center_x,face_center_y,avatar_crop_x,avatar_crop_y,avatar_size,detect_method,backend,status,time_cost_s
huo_jiao_top_01,huo_jiao_top,../out_dryrun_full\huo\jiao\top\disciple_huo_jiao_top_01.png,,火,狡黠,顶级,男子,高扎马尾斜挑,清晰下颌线,银丝缠绕,20260801,../弟子立绘/pose\pose_jiao_男_stand.png,../弟子立绘/depth\depth_jiao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_chen_common_01,tu_chen_common,../out_dryrun_full\tu\chen\common\disciple_tu_chen_common_01.png,,土,沉稳,普通,男子,半披发束于脑后,饱满天庭,木纹肌理,20260802,../弟子立绘/pose\pose_chen_男_stand.png,../弟子立绘/depth\depth_chen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_chen_elite_01,tu_chen_elite,../out_dryrun_full\tu\chen\elite\disciple_tu_chen_elite_01.png,,土,沉稳,精英,男子,束发嵌玉簪,清瘦面颊,宝石嵌饰,20260803,../弟子立绘/pose\pose_chen_男_stand.png,../弟子立绘/depth\depth_chen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_chen_top_01,tu_chen_top,../out_dryrun_full\tu\chen\top\disciple_tu_chen_top_01.png,,土,沉稳,顶级,男子,束发嵌玉簪,清瘦面颊,镶玉点缀,20260804,../弟子立绘/pose\pose_chen_男_stand.png,../弟子立绘/depth\depth_chen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_huo2_common_01,tu_huo2_common,../out_dryrun_full\tu\huo2\common\disciple_tu_huo2_common_01.png,,土,活泼,普通,女子,松散双马尾,饱满天庭,银丝缠绕,20260805,../弟子立绘/pose\pose_huo2_女_stand.png,../弟子立绘/depth\depth_huo2_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_huo2_elite_01,tu_huo2_elite,../out_dryrun_full\tu\huo2\elite\disciple_tu_huo2_elite_01.png,,土,活泼,精英,女子,松散双马尾,立体颧骨,镶玉点缀,20260806,../弟子立绘/pose\pose_huo2_女_stand.png,../弟子立绘/depth\depth_huo2_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_huo2_top_01,tu_huo2_top,../out_dryrun_full\tu\huo2\top\disciple_tu_huo2_top_01.png,,土,活泼,顶级,女子,松散双马尾,清晰下颌线,鎏金描边,20260807,../弟子立绘/pose\pose_huo2_女_stand.png,../弟子立绘/depth\depth_huo2_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_gu_common_01,tu_gu_common,../out_dryrun_full\tu\gu\common\disciple_tu_gu_common_01.png,,土,孤傲,普通,男子,侧分长发垂落,清晰下颌线,木纹肌理,20260808,../弟子立绘/pose\pose_gu_男_stand.png,../弟子立绘/depth\depth_gu_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_gu_elite_01,tu_gu_elite,../out_dryrun_full\tu\gu\elite\disciple_tu_gu_elite_01.png,,土,孤傲,精英,男子,低束发一缕额发,立体颧骨,木纹肌理,20260809,../弟子立绘/pose\pose_gu_男_stand.png,../弟子立绘/depth\depth_gu_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_gu_top_01,tu_gu_top,../out_dryrun_full\tu\gu\top\disciple_tu_gu_top_01.png,,土,孤傲,顶级,男子,低束发一缕额发,清瘦面颊,镶玉点缀,20260810,../弟子立绘/pose\pose_gu_男_stand.png,../弟子立绘/depth\depth_gu_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_bao_common_01,tu_bao_common,../out_dryrun_full\tu\bao\common\disciple_tu_bao_common_01.png,,土,暴躁,普通,女子,半剃短发硬朗,立体颧骨,镶玉点缀,20260811,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_bao_elite_01,tu_bao_elite,../out_dryrun_full\tu\bao\elite\disciple_tu_bao_elite_01.png,,土,暴躁,精英,女子,寸头额角一道旧痕,立体颧骨,木纹肌理,20260812,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_bao_top_01,tu_bao_top,../out_dryrun_full\tu\bao\top\disciple_tu_bao_top_01.png,,土,暴躁,顶级,女子,寸头额角一道旧痕,清瘦面颊,鎏金描边,20260813,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_wen_common_01,tu_wen_common,../out_dryrun_full\tu\wen\common\disciple_tu_wen_common_01.png,,土,温润,普通,男子,低挽发髻木簪斜插,立体颧骨,银丝缠绕,20260814,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_wen_elite_01,tu_wen_elite,../out_dryrun_full\tu\wen\elite\disciple_tu_wen_elite_01.png,,土,温润,精英,男子,侧分柔顺披发,立体颧骨,木纹肌理,20260815,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_wen_top_01,tu_wen_top,../out_dryrun_full\tu\wen\top\disciple_tu_wen_top_01.png,,土,温润,顶级,男子,低挽发髻木簪斜插,清晰下颌线,银丝缠绕,20260816,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_jiao_common_01,tu_jiao_common,../out_dryrun_full\tu\jiao\common\disciple_tu_jiao_common_01.png,,土,狡黠,普通,女子,高扎马尾斜挑,立体颧骨,鎏金描边,20260817,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_jiao_elite_01,tu_jiao_elite,../out_dryrun_full\tu\jiao\elite\disciple_tu_jiao_elite_01.png,,土,狡黠,精英,女子,短卷发微蓬,立体颧骨,镶玉点缀,20260818,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
tu_jiao_top_01,tu_jiao_top,../out_dryrun_full\tu\jiao\top\disciple_tu_jiao_top_01.png,,土,狡黠,顶级,女子,不对称半扎发,高挺鼻梁,鎏金描边,20260819,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
