item_id,item_name,category,folder,grade,sub_grade,type,icon_path,tier,badge_grade,archetype,center_normal,center_top
set_003_极品,玄金套,装备套装,equip_set,宝品,极品,,res://icon/equip_set/set_003_极品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_004_下品,裂山套,装备套装,equip_set,宝品,下品,,res://icon/equip_set/set_004_下品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_004_中品,裂山套,装备套装,equip_set,宝品,中品,,res://icon/equip_set/set_004_中品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_004_上品,裂山套,装备套装,equip_set,宝品,上品,,res://icon/equip_set/set_004_上品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_004_极品,裂山套,装备套装,equip_set,宝品,极品,,res://icon/equip_set/set_004_极品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_005_下品,紫焰套,装备套装,equip_set,宝品,下品,,res://icon/equip_set/set_005_下品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_005_中品,紫焰套,装备套装,equip_set,宝品,中品,,res://icon/equip_set/set_005_中品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_005_上品,紫焰套,装备套装,equip_set,宝品,上品,,res://icon/equip_set/set_005_上品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_005_极品,紫焰套,装备套装,equip_set,宝品,极品,,res://icon/equip_set/set_005_极品.png,mid,宝品,setpiece,setpiece_normal.png,setpiece_top.png
set_006_下品,太虚套,装备套装,equip_set,王品,下品,,res://icon/equip_set/set_006_下品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_006_中品,太虚套,装备套装,equip_set,王品,中品,,res://icon/equip_set/set_006_中品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_006_上品,太虚套,装备套装,equip_set,王品,上品,,res://icon/equip_set/set_006_上品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_006_极品,太虚套,装备套装,equip_set,王品,极品,,res://icon/equip_set/set_006_极品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_007_下品,破军套,装备套装,equip_set,王品,下品,,res://icon/equip_set/set_007_下品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_007_中品,破军套,装备套装,equip_set,王品,中品,,res://icon/equip_set/set_007_中品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_007_上品,破军套,装备套装,equip_set,王品,上品,,res://icon/equip_set/set_007_上品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_007_极品,破军套,装备套装,equip_set,王品,极品,,res://icon/equip_set/set_007_极品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_008_下品,玄冥套,装备套装,equip_set,王品,下品,,res://icon/equip_set/set_008_下品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_008_中品,玄冥套,装备套装,equip_set,王品,中品,,res://icon/equip_set/set_008_中品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_008_上品,玄冥套,装备套装,equip_set,王品,上品,,res://icon/equip_set/set_008_上品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_008_极品,玄冥套,装备套装,equip_set,王品,极品,,res://icon/equip_set/set_008_极品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_009_下品,玄黄套,装备套装,equip_set,王品,下品,,res://icon/equip_set/set_009_下品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_009_中品,玄黄套,装备套装,equip_set,王品,中品,,res://icon/equip_set/set_009_中品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_009_上品,玄黄套,装备套装,equip_set,王品,上品,,res://icon/equip_set/set_009_上品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
set_009_极品,玄黄套,装备套装,equip_set,王品,极品,,res://icon/equip_set/set_009_极品.png,mid,王品,setpiece,setpiece_normal.png,setpiece_top.png
sk_001,凡品下品斩风诀,功法,skill,凡品,下品,攻击,res://icon/skill/sk_001.png,low,凡品,scripture,scripture_normal.png,scripture_top.png
sk_002,凡品中品寒冰锁,功法,skill,凡品,中品,控制,res://icon/skill/sk_002.png,low,凡品,scripture,scripture_normal.png,scripture_top.png
sk_003,凡品上品守元术,功法,skill,凡品,上品,辅助防御,res://icon/skill/sk_003.png,low,凡品,scripture,scripture_normal.png,scripture_top.png
sk_004,凡品极品太初经,功法,skill,凡品,极品,通用,res://icon/skill/sk_004.png,low,凡品,scripture,scripture_normal.png,scripture_top.png
sk_005,凡品下品斩风诀,功法,skill,凡品,下品,攻击,res://icon/skill/sk_005.png,low,凡品,scripture,scripture_normal.png,scripture_top.png
sk_006,凡品中品寒冰锁,功法,skill,凡品,中品,控制,res://icon/skill/sk_006.png,low,凡品,scripture,scripture_normal.png,scripture_top.png
sk_007,灵品下品寒冰锁,功法,skill,灵品,下品,控制,res://icon/skill/sk_007.png,low,灵品,scripture,scripture_normal.png,scripture_top.png
sk_008,灵品中品守元术,功法,skill,灵品,中品,辅助防御,res://icon/skill/sk_008.png,low,灵品,scripture,scripture_normal.png,scripture_top.png
sk_009,灵品上品太初经,功法,skill,灵品,上品,通用,res://icon/skill/sk_009.png,low,灵品,scripture,scripture_normal.png,scripture_top.png
sk_010,灵品极品斩风诀,功法,skill,灵品,极品,攻击,res://icon/skill/sk_010.png,low,灵品,scripture,scripture_normal.png,scripture_top.png
sk_011,灵品下品寒冰锁,功法,skill,灵品,下品,控制,res://icon/skill/sk_011.png,low,灵品,scripture,scripture_normal.png,scripture_top.png
sk_012,灵品中品守元术,功法,skill,灵品,中品,辅助防御,res://icon/skill/sk_012.png,low,灵品,scripture,scripture_normal.png,scripture_top.png
sk_013,宝品下品守元术,功法,skill,宝品,下品,辅助防御,res://icon/skill/sk_013.png,mid,宝品,scripture,scripture_normal.png,scripture_top.png
sk_014,宝品中品太初经,功法,skill,宝品,中品,通用,res://icon/skill/sk_014.png,mid,宝品,scripture,scripture_normal.png,scripture_top.png
sk_015,宝品上品斩风诀,功法,skill,宝品,上品,攻击,res://icon/skill/sk_015.png,mid,宝品,scripture,scripture_normal.png,scripture_top.png
sk_016,宝品极品寒冰锁,功法,skill,宝品,极品,控制,res://icon/skill/sk_016.png,mid,宝品,scripture,scripture_normal.png,scripture_top.png
sk_017,宝品下品守元术,功法,skill,宝品,下品,辅助防御,res://icon/skill/sk_017.png,mid,宝品,scripture,scripture_normal.png,scripture_top.png
sk_018,宝品中品太初经,功法,skill,宝品,中品,通用,res://icon/skill/sk_018.png,mid,宝品,scripture,scripture_normal.png,scripture_top.png
sk_019,王品下品太初经,功法,skill,王品,下品,通用,res://icon/skill/sk_019.png,mid,王品,scripture,scripture_normal.png,scripture_top.png
sk_020,王品中品斩风诀,功法,skill,王品,中品,攻击,res://icon/skill/sk_020.png,mid,王品,scripture,scripture_normal.png,scripture_top.png
sk_021,王品上品寒冰锁,功法,skill,王品,上品,控制,res://icon/skill/sk_021.png,mid,王品,scripture,scripture_normal.png,scripture_top.png
sk_022,王品极品守元术,功法,skill,王品,极品,辅助防御,res://icon/skill/sk_022.png,mid,王品,scripture,scripture_normal.png,scripture_top.png
sk_023,王品下品太初经,功法,skill,王品,下品,通用,res://icon/skill/sk_023.png,mid,王品,scripture,scripture_normal.png,scripture_top.png
sk_024,王品中品斩风诀,功法,skill,王品,中品,攻击,res://icon/skill/sk_024.png,mid,王品,scripture,scripture_normal.png,scripture_top.png
sk_025,圣品下品斩风诀,功法,skill,圣品,下品,攻击,res://icon/skill/sk_025.png,mid,圣品,scripture,scripture_normal.png,scripture_top.png
sk_026,圣品中品寒冰锁,功法,skill,圣品,中品,控制,res://icon/skill/sk_026.png,mid,圣品,scripture,scripture_normal.png,scripture_top.png
sk_027,圣品上品守元术,功法,skill,圣品,上品,辅助防御,res://icon/skill/sk_027.png,mid,圣品,scripture,scripture_normal.png,scripture_top.png
sk_028,圣品极品太初经,功法,skill,圣品,极品,通用,res://icon/skill/sk_028.png,mid,圣品,scripture,scripture_normal.png,scripture_top.png
sk_029,圣品下品斩风诀,功法,skill,圣品,下品,攻击,res://icon/skill/sk_029.png,mid,圣品,scripture,scripture_normal.png,scripture_top.png
sk_030,仙品下品寒冰锁,功法,skill,仙品,下品,控制,res://icon/skill/sk_030.png,high,仙品,scripture,scripture_normal.png,scripture_top.png
sk_031,仙品中品守元术,功法,skill,仙品,中品,辅助防御,res://icon/skill/sk_031.png,high,仙品,scripture,scripture_normal.png,scripture_top.png
sk_032,仙品上品太初经,功法,skill,仙品,上品,通用,res://icon/skill/sk_032.png,high,仙品,scripture,scripture_normal.png,scripture_top.png
sk_033,仙品极品斩风诀,功法,skill,仙品,极品,攻击,res://icon/skill/sk_033.png,high,仙品,scripture,scripture_normal.png,scripture_top.png
sk_034,仙品下品寒冰锁,功法,skill,仙品,下品,控制,res://icon/skill/sk_034.png,high,仙品,scripture,scripture_normal.png,scripture_top.png
sk_035,道品下品守元术,功法,skill,道品,下品,辅助防御,res://icon/skill/sk_035.png,high,道品,scripture,scripture_normal.png,scripture_top.png
sk_036,道品中品太初经,功法,skill,道品,中品,通用,res://icon/skill/sk_036.png,high,道品,scripture,scripture_normal.png,scripture_top.png
sk_037,道品上品斩风诀,功法,skill,道品,上品,攻击,res://icon/skill/sk_037.png,high,道品,scripture,scripture_normal.png,scripture_top.png
sk_038,道品极品寒冰锁,功法,skill,道品,极品,控制,res://icon/skill/sk_038.png,high,道品,scripture,scripture_normal.png,scripture_top.png
sk_039,道品下品守元术,功法,skill,道品,下品,辅助防御,res://icon/skill/sk_039.png,high,道品,scripture,scripture_normal.png,scripture_top.png
item_015,阵纹碎片,阵图/碎片,array,凡品,,array_material,res://icon/array/item_015.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_016,五行聚灵阵图,阵图/碎片,array,凡品,,array_book,res://icon/array/book/item_016.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_017,金锋御敌阵图,阵图/碎片,array,凡品,,array_book,res://icon/array/book/item_017.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_018,玄龟守元阵图,阵图/碎片,array,凡品,,array_book,res://icon/array/book/item_018.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_019,疾风掠影阵图,阵图/碎片,array,凡品,,array_book,res://icon/array/book/item_019.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_020,太虚护体阵图,阵图/碎片,array,灵品,,array_book,res://icon/array/book/item_020.png,low,灵品,array_book,array_book_normal.png,array_book_top.png
item_021,破妄锐金阵图,阵图/碎片,array,灵品,,array_book,res://icon/array/book/item_021.png,low,灵品,array_book,array_book_normal.png,array_book_top.png
item_022,迷踪幻影阵图,阵图/碎片,array,灵品,,array_book,res://icon/array/book/item_022.png,low,灵品,array_book,array_book_normal.png,array_book_top.png
item_023,九转回春阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_023.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_024,灵泉涌动阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_024.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_025,周天混元阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_025.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_026,两仪协攻阵图,阵图/碎片,array,凡品,,array_book,res://icon/array/book/item_026.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_027,三才守御阵图,阵图/碎片,array,凡品,,array_book,res://icon/array/book/item_027.png,low,凡品,array_book,array_book_normal.png,array_book_top.png
item_028,四象聚灵阵图,阵图/碎片,array,灵品,,array_book,res://icon/array/book/item_028.png,low,灵品,array_book,array_book_normal.png,array_book_top.png
item_029,五岳镇魔阵图,阵图/碎片,array,灵品,,array_book,res://icon/array/book/item_029.png,low,灵品,array_book,array_book_normal.png,array_book_top.png
item_030,七星破阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_030.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_031,周天同心阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_031.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_032,护山大阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_032.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_033,聚灵大阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_033.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
item_034,镇煞安宗阵图,阵图/碎片,array,灵品,,array_book,res://icon/array/book/item_034.png,low,灵品,array_book,array_book_normal.png,array_book_top.png
item_035,玄空传送阵图,阵图/碎片,array,宝品,,array_book,res://icon/array/book/item_035.png,mid,宝品,array_book,array_book_normal.png,array_book_top.png
inn_001,宝品下品本命剑,本命法宝,treasure_innate,宝品,下品,,res://icon/treasure_innate/inn_001.png,mid,宝品,sword,sword_normal.png,sword_top.png
inn_002,宝品中品本命塔,本命法宝,treasure_innate,宝品,中品,,res://icon/treasure_innate/inn_002.png,mid,宝品,tower,tower_normal.png,tower_top.png
inn_003,宝品上品本命镜,本命法宝,treasure_innate,宝品,上品,,res://icon/treasure_innate/inn_003.png,mid,宝品,mirror,mirror_normal.png,mirror_top.png
inn_004,宝品极品本命幡,本命法宝,treasure_innate,宝品,极品,,res://icon/treasure_innate/inn_004.png,mid,宝品,flag,flag_normal.png,flag_top.png
inn_005,宝品下品本命珠,本命法宝,treasure_innate,宝品,下品,,res://icon/treasure_innate/inn_005.png,mid,宝品,orb,orb_normal.png,orb_top.png
inn_006,王品中品本命剑,本命法宝,treasure_innate,王品,中品,,res://icon/treasure_innate/inn_006.png,mid,王品,sword,sword_normal.png,sword_top.png
inn_007,王品上品本命塔,本命法宝,treasure_innate,王品,上品,,res://icon/treasure_innate/inn_007.png,mid,王品,tower,tower_normal.png,tower_top.png
inn_008,王品极品本命镜,本命法宝,treasure_innate,王品,极品,,res://icon/treasure_innate/inn_008.png,mid,王品,mirror,mirror_normal.png,mirror_top.png
inn_009,王品下品本命幡,本命法宝,treasure_innate,王品,下品,,res://icon/treasure_innate/inn_009.png,mid,王品,flag,flag_normal.png,flag_top.png
inn_010,王品中品本命珠,本命法宝,treasure_innate,王品,中品,,res://icon/treasure_innate/inn_010.png,mid,王品,orb,orb_normal.png,orb_top.png
inn_011,圣品上品本命剑,本命法宝,treasure_innate,圣品,上品,,res://icon/treasure_innate/inn_011.png,mid,圣品,sword,sword_normal.png,sword_top.png
inn_012,圣品极品本命塔,本命法宝,treasure_innate,圣品,极品,,res://icon/treasure_innate/inn_012.png,mid,圣品,tower,tower_normal.png,tower_top.png
inn_013,圣品下品本命镜,本命法宝,treasure_innate,圣品,下品,,res://icon/treasure_innate/inn_013.png,mid,圣品,mirror,mirror_normal.png,mirror_top.png
inn_014,圣品中品本命幡,本命法宝,treasure_innate,圣品,中品,,res://icon/treasure_innate/inn_014.png,mid,圣品,flag,flag_normal.png,flag_top.png
inn_015,圣品上品本命珠,本命法宝,treasure_innate,圣品,上品,,res://icon/treasure_innate/inn_015.png,mid,圣品,orb,orb_normal.png,orb_top.png
inn_016,仙品极品本命剑,本命法宝,treasure_innate,仙品,极品,,res://icon/treasure_innate/inn_016.png,high,仙品,sword,sword_normal.png,sword_top.png
inn_017,仙品下品本命塔,本命法宝,treasure_innate,仙品,下品,,res://icon/treasure_innate/inn_017.png,high,仙品,tower,tower_normal.png,tower_top.png
inn_018,仙品中品本命镜,本命法宝,treasure_innate,仙品,中品,,res://icon/treasure_innate/inn_018.png,high,仙品,mirror,mirror_normal.png,mirror_top.png
inn_019,仙品上品本命幡,本命法宝,treasure_innate,仙品,上品,,res://icon/treasure_innate/inn_019.png,high,仙品,flag,flag_normal.png,flag_top.png
inn_020,仙品极品本命珠,本命法宝,treasure_innate,仙品,极品,,res://icon/treasure_innate/inn_020.png,high,仙品,orb,orb_normal.png,orb_top.png
inn_021,道品下品本命剑,本命法宝,treasure_innate,道品,下品,,res://icon/treasure_innate/inn_021.png,high,道品,sword,sword_normal.png,sword_top.png
inn_022,道品中品本命塔,本命法宝,treasure_innate,道品,中品,,res://icon/treasure_innate/inn_022.png,high,道品,tower,tower_normal.png,tower_top.png
inn_023,道品上品本命镜,本命法宝,treasure_innate,道品,上品,,res://icon/treasure_innate/inn_023.png,high,道品,mirror,mirror_normal.png,mirror_top.png
inn_024,道品极品本命幡,本命法宝,treasure_innate,道品,极品,,res://icon/treasure_innate/inn_024.png,high,道品,flag,flag_normal.png,flag_top.png
inn_025,道品下品本命珠,本命法宝,treasure_innate,道品,下品,,res://icon/treasure_innate/inn_025.png,high,道品,orb,orb_normal.png,orb_top.png
tr_001,凡品下品赤焰珠,普通法宝,treasure,凡品,下品,攻击类,res://icon/treasure/tr_001.png,low,凡品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_002,凡品中品玄武镜,普通法宝,treasure,凡品,中品,防御类,res://icon/treasure/tr_002.png,low,凡品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_003,凡品上品聚灵葫,普通法宝,treasure,凡品,上品,辅助类,res://icon/treasure/tr_003.png,low,凡品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_004,凡品极品赤焰珠,普通法宝,treasure,凡品,极品,攻击类,res://icon/treasure/tr_004.png,low,凡品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_005,灵品下品玄武镜,普通法宝,treasure,灵品,下品,防御类,res://icon/treasure/tr_005.png,low,灵品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_006,灵品中品聚灵葫,普通法宝,treasure,灵品,中品,辅助类,res://icon/treasure/tr_006.png,low,灵品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_007,灵品上品赤焰珠,普通法宝,treasure,灵品,上品,攻击类,res://icon/treasure/tr_007.png,low,灵品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_008,灵品极品玄武镜,普通法宝,treasure,灵品,极品,防御类,res://icon/treasure/tr_008.png,low,灵品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_009,宝品下品聚灵葫,普通法宝,treasure,宝品,下品,辅助类,res://icon/treasure/tr_009.png,mid,宝品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_010,宝品中品赤焰珠,普通法宝,treasure,宝品,中品,攻击类,res://icon/treasure/tr_010.png,mid,宝品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_011,宝品上品玄武镜,普通法宝,treasure,宝品,上品,防御类,res://icon/treasure/tr_011.png,mid,宝品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_012,宝品极品聚灵葫,普通法宝,treasure,宝品,极品,辅助类,res://icon/treasure/tr_012.png,mid,宝品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_013,王品下品赤焰珠,普通法宝,treasure,王品,下品,攻击类,res://icon/treasure/tr_013.png,mid,王品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_014,王品中品玄武镜,普通法宝,treasure,王品,中品,防御类,res://icon/treasure/tr_014.png,mid,王品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_015,王品上品聚灵葫,普通法宝,treasure,王品,上品,辅助类,res://icon/treasure/tr_015.png,mid,王品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_016,王品极品赤焰珠,普通法宝,treasure,王品,极品,攻击类,res://icon/treasure/tr_016.png,mid,王品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_017,圣品下品玄武镜,普通法宝,treasure,圣品,下品,防御类,res://icon/treasure/tr_017.png,mid,圣品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_018,圣品中品聚灵葫,普通法宝,treasure,圣品,中品,辅助类,res://icon/treasure/tr_018.png,mid,圣品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_019,圣品上品赤焰珠,普通法宝,treasure,圣品,上品,攻击类,res://icon/treasure/tr_019.png,mid,圣品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_020,圣品极品玄武镜,普通法宝,treasure,圣品,极品,防御类,res://icon/treasure/tr_020.png,mid,圣品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_021,仙品下品聚灵葫,普通法宝,treasure,仙品,下品,辅助类,res://icon/treasure/tr_021.png,high,仙品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_022,仙品中品赤焰珠,普通法宝,treasure,仙品,中品,攻击类,res://icon/treasure/tr_022.png,high,仙品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_023,仙品上品玄武镜,普通法宝,treasure,仙品,上品,防御类,res://icon/treasure/tr_023.png,high,仙品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_024,仙品极品聚灵葫,普通法宝,treasure,仙品,极品,辅助类,res://icon/treasure/tr_024.png,high,仙品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_025,道品下品赤焰珠,普通法宝,treasure,道品,下品,攻击类,res://icon/treasure/tr_025.png,high,道品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_026,道品中品玄武镜,普通法宝,treasure,道品,中品,防御类,res://icon/treasure/tr_026.png,high,道品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_027,道品上品聚灵葫,普通法宝,treasure,道品,上品,辅助类,res://icon/treasure/tr_027.png,high,道品,treasure_sup,treasure_sup_normal.png,treasure_sup_top.png
tr_028,道品极品赤焰珠,普通法宝,treasure,道品,极品,攻击类,res://icon/treasure/tr_028.png,high,道品,treasure_atk,treasure_atk_normal.png,treasure_atk_top.png
tr_029,凡品下品玄武镜·异,普通法宝,treasure,凡品,下品,防御类,res://icon/treasure/tr_029.png,low,凡品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_030,灵品上品玄武镜·异,普通法宝,treasure,灵品,上品,防御类,res://icon/treasure/tr_030.png,low,灵品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_031,凡品下品玄武镜·异,普通法宝,treasure,凡品,下品,防御类,res://icon/treasure/tr_031.png,low,凡品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_032,灵品上品玄武镜·异,普通法宝,treasure,灵品,上品,防御类,res://icon/treasure/tr_032.png,low,灵品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_033,凡品下品玄武镜·异,普通法宝,treasure,凡品,下品,防御类,res://icon/treasure/tr_033.png,low,凡品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_034,灵品上品玄武镜·异,普通法宝,treasure,灵品,上品,防御类,res://icon/treasure/tr_034.png,low,灵品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_035,凡品下品玄武镜·异,普通法宝,treasure,凡品,下品,防御类,res://icon/treasure/tr_035.png,low,凡品,treasure_def,treasure_def_normal.png,treasure_def_top.png
tr_036,灵品上品玄武镜·异,普通法宝,treasure,灵品,上品,防御类,res://icon/treasure/tr_036.png,low,灵品,treasure_def,treasure_def_normal.png,treasure_def_top.png
ti_001,九转渡劫丹,渡劫道具,tribulation,,,渡劫丹,res://icon/tribulation/ti_001.png,low,,tribulation,tribulation_normal.png,tribulation_top.png
ti_002,周天护劫大阵,渡劫道具,tribulation,,,护阵,res://icon/tribulation/ti_002.png,low,,tribulation,tribulation_normal.png,tribulation_top.png
ti_003,长老护法,渡劫道具,tribulation,,,长老护法,res://icon/tribulation/ti_003.png,low,,tribulation,tribulation_normal.png,tribulation_top.png
ti_004,玄龟镇劫甲,渡劫道具,tribulation,,,防御法宝,res://icon/tribulation/ti_004.png,low,,tribulation,tribulation_normal.png,tribulation_top.png
q_xuanji,玄极令,任务道具,quest,,,主线信物,res://icon/quest/q_xuanji.png,low,,quest,quest_normal.png,quest_top.png
q_xuanji_frag_l,玄极令·残片（左）,任务道具,quest,,,任务碎片,res://icon/quest/q_xuanji_frag_l.png,low,,quest,quest_normal.png,quest_top.png
q_xuanji_frag_r,玄极令·残片（右）,任务道具,quest,,,任务碎片,res://icon/quest/q_xuanji_frag_r.png,low,,quest,quest_normal.png,quest_top.png
inn_026,凡品本命剑,本命法宝,treasure_innate,凡品,,剑类,res://icon/treasure_innate/inn_026.png,low,凡品,sword,sword_normal.png,
inn_027,凡品本命塔,本命法宝,treasure_innate,凡品,,塔类,res://icon/treasure_innate/inn_027.png,low,凡品,tower,tower_normal.png,
inn_028,凡品本命镜,本命法宝,treasure_innate,凡品,,镜类,res://icon/treasure_innate/inn_028.png,low,凡品,mirror,mirror_normal.png,
inn_029,凡品本命珠,本命法宝,treasure_innate,凡品,,珠类,res://icon/treasure_innate/inn_029.png,low,凡品,orb,orb_normal.png,
inn_030,凡品本命幡,本命法宝,treasure_innate,凡品,,幡类,res://icon/treasure_innate/inn_030.png,low,凡品,flag,flag_normal.png,
ti_005,宝品渡劫丹,渡劫道具,tribulation,宝品,,丹类,res://icon/tribulation/ti_005.png,mid,宝品,tribulation,tribulation_normal.png,
ti_006,王品护劫阵,渡劫道具,tribulation,王品,,阵类,res://icon/tribulation/ti_006.png,mid,王品,tribulation,tribulation_normal.png,
q_004,宝品玄极令,任务道具,quest,宝品,,令类,res://icon/quest/q_004.png,mid,宝品,quest,quest_normal.png,
q_005,王品玄极残片,任务道具,quest,王品,,残片类,res://icon/quest/q_005.png,mid,王品,quest,quest_normal.png,
item_037,仙品五行阵图,阵图,array,仙品,,阵类,res://icon/array/book/item_037.png,high,仙品,array_book,array_book_normal.png,array_book_top.png
item_038,道品聚灵阵图,阵图,array,道品,,阵类,res://icon/array/book/item_038.png,high,道品,array_book,array_book_normal.png,array_book_top.png
ti_007,仙品九转丹,渡劫道具,tribulation,仙品,,丹类,res://icon/tribulation/ti_007.png,high,仙品,tribulation,tribulation_normal.png,tribulation_top.png
q_006,仙品玄极令,任务道具,quest,仙品,,令类,res://icon/quest/q_006.png,high,仙品,quest,quest_normal.png,quest_top.png
